Dist_ID,Dist_Name,Dist_Address,Dist_Phone,Dist_Email,Website,Purchase_Needs,Qty,Purchase_Price,DistProd_Name,DistProd_Desc
,Industri Jamu Dua Putri Dewi Surabaya Indonesia,"RVW6+96P, RT.1/RW.7, Sunter Jaya, Tanjung Priok, North Jakarta City, Jakarta 10650",(021) 5450465,-,http://www.mediabetea.co.id/,Temulawak,23000,12100,Jamu Serbuk,
,Produsen Jamu Herbal,"Jl. Masjid Gg. H. Robih No.91A, RT.002/RW.005, Jatikramat, Kec. Jatiasih, Kota Bks, Jawa Barat 17421",0813-2404-5600,-,https://babulsyiffa.com/,Temulawak,9900,12100,Jamu Herbal,
,CV DARWIN JAMU GODOK,"Blok I. D, Jl. Dolar Blok I. D No.10, RT.8/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720",895-3644-23778,-,,Temulawak,9000,12100,Jamu Godod (Jamu Rebus),
,Pabrik Jamu Microba Positif,"Jl. H. Inan, RT.002/RW.002, Jatiluhur, Kec. Jatiasih, Kota Bks, Jawa Barat 17425",0856-9325-6368,-,,Temulawak,8700,12100,Jamu dan Obat Herbal,
,Produsen jamu Nduk Nes,"Gg. Mikar, RW.003, Tajur, Kec. Ciledug, Kota Tangerang, Banten",0896-8064-6911,-,,Temulawak,9900,12100,Jamu,
,Jamu Sidomuncul Guhali,"Jl. Inspeksi Kalimalang, RT.8/RW.3, Cipinang Melayu, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13620",0831-6196-4875,-,,Temulawak,6500,12100,Jamu Kemasan dan Obat Herbal,
,Jamu Tradisional Cahaya,"Jl. Masjid Almuhajirin No.25, RT.2/RW.5, Cinangka, Kec. Sawangan, Kota Depok, Jawa Barat 16516",(021) 56968655,-,https://www.borobudurherbal.com/branch-office-borobudur-herbal/,Temulawak,8900,12100,Jamu,
,Jamu suparmi,"2J52+F63, Kp, Jl. Nusa, RT.01/RW.14, Rancamanyar, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",,-,,Temulawak,4000,12100,Jamu,
,Murjahe Produksi Jamu Herbal,"Sawahlor Rt05/Rw08, Klepu, Banyusoco, Kec. Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55861",,-,,Temulawak,800,12100,Jamu Herbal,
,JAMU JULIDU HERBAL,"Komplek Pemda DKI, Blok D6 No.1-2, RT 19 RW 02, Kel, RT.2/RW.1, Pd. Klp., Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450",(021) 59402409,-,,Temulawak,900,12100,Jamu Herbal,
,Pabrik jamu,"GC2Q+9QV, Sumber Gayam, Kenanten, Kec. Puri, Kabupaten Mojokerto, Jawa Timur 61363",,-,,Temulawak,4000,12100,Jamu,
,Jamu Jitu Inds,"JL Raya Serang, Km. 16, Talaga, Cikupa, Cikupa, Kec. Cikupa, Kabupaten Tangerang, Banten 15710",,-,,Temulawak,300,12100,Jamu Herbal Kapsul,
,Munara Bambu Kang Jaja,"komp, Jl. Karang Tengah Jl. Palem Ganda Asri, RT.001/RW.003, Karang Tengah, Kec. Ciledug, Kota Tangerang, Banten 15157",0857-7451-6882,-,,Bambu,300,4000,Kerajinan Bambu,
,Kerajinan Bambu,"H55H+C54, Bojongmangu, Bekasi Regency, West Java 17352",0858-9397-2895,-,,Bambu,700,4000,Kerajinan Bambu,
,Tirai Bambu nusantara,"Jl. Tanah Kusir IV No.64 2, RT.2/RW.9, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240",0812-6800-0441,-,,Bambu,890,4000,Tirai Bambu ,
,UD Wira Karya Bambu,"Jl. Caman Raya Jl. Caman III No.29, RT.008/RW.001, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",0812-8180-3970,-,,Bambu,654,4000,"Gajebo, Tirai, Kursi, dan kerajinan bambu lainnya.",
,Kaniswara Toko Kerajinan Bambu Besek Bambu Bogor,"Le Grande Pakansari (Kav.15, Pakansari, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16915",0896-0490-5992,-,,Bambu,755,4000,Kerajinan Bambu,
,Pengrajin bambu Bekasi,"Jl. Satria Jaya, Satriajaya, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat 17510",0812-9752-8266,-,,Bambu,9000,4000,Kerajinan Bambu,
,Cipta Karya Seni Bambu,"Jl. Raya Pomad-Karadenan No.43, Karadenan, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16913",0813-8450-6654,-,,Bambu,7800,4200,Kerajinan Bambu,
,Kerajinan bambu,"Kp, Jalan Muara Beres, rt03rw01, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16913",0896-1679-9002,-,,Bambu,780,4200,Kerajinan Bambu,
,Pengrajin Bambu Bp Adang,"G5CX+XGV, kp.bolang sari, Mulangsari, Kec. Pangkalan, Karawang, Jawa Barat 41362",0896-5277-4181,-,,Bambu,760,4200,Kerajinan Bambu,
,pedagang bambu dan kerajian bambu,"Jl. Bantar Jati No.15, RT.4/RW.4, Setu, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13880",0895-3142-9954,-,,Bambu,800,4200,Kerajinan Bambu,
,Tikar Bambu Jakarta,"Jl. Cibubur Blk. A No.27 1, RT.1/RW.6, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",0852-3346-1566,-,,Bambu,500,4200,Tikar Bambu,
,Jual Bambu Bapak Oden,"JL Kampung Sawah, RT 02 RW 02, Jatimulyo, Cilodong, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16413",0878-8383-6300,-,,Bambu,400,3900,Kerajinan Bambu,
,Kerajinan bambu pasanggrahan,"Kp cileutik rt 10 rw 04, Pasanggrahan, Kec. Tegalwaru, Kabupaten Purwakarta, Jawa Barat 41165",0838-1628-0987,-,,Bambu,300,3900,Kerajinan Bambu,
,BAMBU CRAFT TANGERANG,"Jl. Raya Serang No.KM.15, RT.001/RW.001, Cikupa, Kec. Cikupa, Kabupaten Tangerang, Banten 15710",0813-8513-7473,-,,Bambu,450,3900,Kerajinan Bambu,
,Saung bambu modern,"Puri arta sentosa, Jl. Blk. F4 No.06, Rw. Panjang, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat 16920",0819-1840-1630,-,,Bambu,650,3900,Kerajinan Bambu,
,Distributor Singkong Keju Frozen,"5, Gg. Mangga No.34, RT.5/RW.4, Munjul, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13850",0813-8170-2865,-,,Singkong,780,7500,Singkong Kezu/Singkong Prozen,
,Singkong Thailand Raden,"Jl. Bunga Harapan Rt. 001 Rw. 008 No. 96, RT.004/RW.015, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",0812-9615-0609,-,,Singkong,980,7500,Singkong Thailand,
,Singkong thailand aqilla,"Jl.amil malik kp.bulu RT03 / RW10, desa, Setiamekar, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",0852-1646-0061,-,,Singkong,1000,7500,Singkong Thailand,
,Agen tape singkong,"Jl. Raya Perjuangan No.93, RT.001/RW.002, Marga Mulya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17143",0816-1702-7359,-,,Singkong,870,7500,Tape Singkong,
,Keripik Singkong Mpok Nomeh,"Jl.Rasamala 2 RT 008/06 No.57, RT.8/RW.6, South Utan Kayu, Matraman, East Jakarta City, Jakarta 13120",0859-4636-3568,-,,Singkong,900,7500,Keripik Singkong,
,Tape singkong,"Jl. Beringin No.2 2, RT.2/RW.4, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13760",0887-1927-866,-,,Singkong,990,7500,Tape Singkong,
,Distributor Singkong Keju Frozen,"5, Gg. Mangga No.34, RT.5/RW.4, Munjul, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13850",0857-2573-6408,-,,Singkong,800,7000,Singkong Kezu/Singkong Prozen,
,Keripik singkong gurih,"Jl. Swadaya Kp. Rw. Badung No.21, RT.2/RW.7, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930",0823-1016-8146,-,,Singkong,765,7000,Keripik Singkong,
,Keripik singkong kong eman,"PVJ7+44M, RT.6/RW.6, Batu Ampar, Kramat Jati, East Jakarta City, Jakarta 13520",0896-5270-3835,-,,Singkong,890,7000,Keripik Singkong,
,Keripik Singkong Bang Ziram,"Jl. Swatantra V No.2, RT.010/RW.003, Jatirasa, Kec. Jatiasih, Kota Bks, Jawa Barat 17424",,-,,Singkong,400,7000,Keripik Singkong,
,Kentang mustofa dan kripik singkong Bu'Joko,"Jl. Raya Ciracas No.61, RT.2/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",0857-0490-8214,-,,Singkong,800,7000,Keripik Singkong,
,Snack keripik singkong CITRA RASA cap Bunga Cempaka,"Jl. Melati Raya No.6, RT.001/RW.006",0813-1013-1986,-,,Singkong,900,6800,Keripik Singkong,
,Singkong Rasa,"Jl. Bukit Tunggul 2 No.147, RT.005/RW.011",0878-8880-8507,-,,Singkong,600,6800,Keripik Singkong,
,Opak Singkong UTI,"Taman Wisma Asri 2 JL. Beringin Putih XII Blok AA 36 No 10 /26, RT.001/RW.026",0818-0813-4200,-,,Singkong,700,6800,Opak Singkong,
,Kripik Singkong NAFIS SHOP,"MWRP+MJX, RT.004/RW.003, Jatimelati, Pondok Melati, Bekasi, West Java 17415",0822-1115-7746,-,,Singkong,750,6800,Keripik Singkong,
,Kedai singkong,"Raya PKP jl.akasia RT 001/009 no.36, Klp. Dua Wetan, Kec. Ciracas, Daerah Khusus Ibukota Jakarta 13730",0812-9974-8262,-,,Singkong,500,6800,Keripik Singkong,
,keripik Singkong Alim,"Jl. Bintara, RT.007/RW.001, Bintara, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17134",0895-3184-4166,-,,Singkong,800,6800,Keripik Singkong,
,Produsen Keripik singkong maknyus,"Jl. Masjid Baitussalam, RT.002/RW.005, Jatiasih, Kec. Jatiasih, Kota Bks, Jawa Barat 17423",0858-8962-5211,-,,Singkong,800,6800,Keripik Singkong,
,Agen Keripik Singkong Amanda,"P227+9V, RT.002/RW.005, Mustikasari, Mustika Jaya, Bekasi, West Java 17158",0882-1315-0846,-,,Singkong,900,7700,Keripik Singkong,
,Sagu Cipta Jaya,"RRQ6+HFH, Jl KH Zainul Arifin Petojo Utara Gambir Jakarta Pusat DKI Jakarta, RT.7/RW.4, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",(021) 63854549,-,,Sagu,2000,5300,Tepung Sagu,
,CV. Sagu Tani,"Jl. Dharmais No.13, RT.03/RW01/RW.01, Cimandala, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710",0812-2055-5168,-,https://www.sagutani.com/,Sagu,900,5300,Tepung Sagu,
,Tepung Sagu,"Jalan Tanah Baru Raya No.3, Kp Selaawi No.Rt01/03, RT.05/RW.03, Tanah Baru, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16154",0856-1442-323,-,,Sagu,560,5300,Tepung Sagu,
,SAGU,"Jl peta barat , citra business park blok D no 2, RT.5/RW.10, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 15128",0812-8808-7308,-,,Sagu,1000,5300,Tepung Sagu,
,Produsen SAGU AREN (ACI) PAK ILYAS(ITONG),"2VVP+MVF, Gunung Guruh, Sukabumi Regency, West Java 43156",0857-9386-9231,-,,Sagu,1200,5300,Tepung Sagu,
,Kue Sagu,"Jl. Mawar VII No.26 6, RT.6/RW.7, Kembangan Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",0813-8892-7759,-,,Sagu,600,5000,Kue Sagu,
,PT. Harsindo Oetama Perkasa,"Jl. Pd. Teko Gang Mayang No.38, RT.01/RW.02, Kedaung Baru, Kec. Neglasari, Kota Tangerang, Banten 15128",(021) 22252388,-,http://harsindo.co.id/,Sagu,23000,5000,"Tepung Sagu, MSG, Bubuk Serba Guna",
,Pabrik tepung tapioka cap Bunga Tani,"Kp.legok gaok Rt.01/02 ds, Kadumangu, bogor, Sentul, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810",0838-0630-1992,-,https://pabrik-tepung-tapioka-cap-bunga.business.site/,Sagu,24000,5000,Tepung Tapioka,
,Spinachio Keripik Bayam,"Komplek Puri Aster Gg. H. Abd. Syukur No.4, Pekayon Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17148",0878-8003-4356,-,,Bayam,60,28000,Keripik Bayam,
,Agen Fabisoya,"Perumahan Bumi Cikarang Makmur Blok C 23 No.19, RT.05/RW.12",0821-1811-4425,-,,Bayam,40,28000,Makanan Snack,
,Makanan Olahan Rumahan Mamah Acid,"Perumahan Terra Amanta, Masuk dari gapura Pandawa langsung ambil kanan /rumah sebelum pojok, RT.002/RW.006",0878-8870-8818,-,,Bayam,80,28000,Olahan Makanan,
,Ud.R.K kedelai,"Jl. KH. Abu Bakar No.57, RT.5/RW.2",0822-1097-1598,-,,Kedelai ,660,10000,Kedelai,
,Seller Susu Kedelai Mang ikih Pulo Gebang,"Jl. Warga Bakti No.49 8, RT.8/RW.3, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",,-,,Kedelai ,550,10000,Susu Kedelai,
,Toko J3y Jual Kacang Kedelai import,"Cikarang, Telajung, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17530",0878-8955-5965,-,,Kedelai ,900,10000,Kacang Kedelai,
,Distributor Kedelai Edamame Bekasi,"M2H8+GCW, Jl. Bantar Gebang Setu, RT.003/RW.017, Padurenan, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17151",0896-0621-7132,-,,Kedelai ,400,10000,Kedelai,
,Toko Kacang Kedelai,"Jalan Karang Satria No. 24, Rt 03/05, Rawa Kalong, Aren Jaya, Bekasi Timur, RT.003/RW.005, Aren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",0857-7666-5558,-,,Kedelai ,300,10000,Kacang Kedelai,
,Susu Kedelai Wadah Soya,"Jl. Bojong Permai Raya Blok E20, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17116",0858-7257-5927,-,,Kedelai ,400,10100,Susu Kedelai,
,Toko Kedelai Adem Ayem,"QXJC+36G, Jl. Kali Baru Barat, RT.001/RW.015, Kota Baru, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17133",0857-1116-0789,-,,Kedelai ,300,10100,Kedelai,
,Susu Kedelai Hangat Pagi Hari Ummu Hasan,"Perumahan Griya Gandasari Indah Blok B5 No2, Gandasari, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17520",0857-2260-7478,-,,Kedelai ,800,10100,Susu Kedelai,
,Susu kedelai tanpa pengawet,"Jl. Gramapuri Boulevard No.28, Sukajaya, Kec. Cibitung, Kabupaten Bekasi, Jawa Barat 17520",,-,,Kedelai ,100,10100,Susu Kedelai,
,Susu Kedelai & Sari Kacang Hijau,"Jl. Anggrek Raya Jl. Rajawali Raya No.2, RT.007/RW.007, Jakasampurna, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17144",,-,,Kedelai ,200,10100,Susu Kedelai,
,Susu Kedelai Riz-Q,"No. 5 Bekasi Barat, Jl. Bintara No.11, RT.001/RW.013, Bintara, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17134",0878-8846-8630,-,,Kedelai ,450,9800,Susu Kedelai,
,Distributor Susu Kedelai Vitosoya - ANFALMUHAMMAD 085718828388,Distributor Susu Kedelai Vitosoya - ANFALMUHAMMAD 085718828388,0858-4321-3493,-,,Kedelai ,900,9800,Susu Kedelai,
,Susu Kedelai Delivery,"Jl. Kasuari No.13 blok c1, Cicadas, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16964",89677703600,-,,Kedelai ,750,9800,Susu Kedelai,
,Susu Kedelai & Kacang Ijo (Hilmy),"MX72+6P2, Jl. Nurtanio, RT.001/RW.004, Jatisari, Kec. Jatiasih, Kota Bks, Jawa Barat 17426",,-,,Kedelai ,800,9800,Susu Kedelai,
,"Susu Kedelai Murni ""JMT""","Jalan Jatiasih Raya, Gg. H.Nosam No.12, RT.4/RW.10, Jatiasih, Kec. Jatiasih, Kota Bks, Jawa Barat 17423",895-4139-76138,-,,Kedelai ,100,9800,Susu Kedelai,
,Susu kedelai Soya toya Bekasi,"Pondok Pekayon Indah, Jl. Mahoni XIV No.9, RT.002/RW.026, Pekayon Jaya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17148",0813-1812-0065,-,,Kedelai ,500,10200,Susu Kedelai,
,Agen Susu kedelai,"Ko Kebantenan,jl masjid Al mamuriah Rt001/02, RT.001/RW.010, Jatiasih, Kec. Jatiasih, Kota Bks, Jawa Barat 17423",0813-8153-0701,-,,Kedelai ,700,10200,Susu Kedelai,
,Susu Kedelai,"Jl. Gurame 1 No.11, RT.006/RW.002, Kota Baru, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17132",0812-2811-1218,-,,Kedelai ,500,10200,Susu Kedelai,
,susu kedelai bapak tosin,susu kedelai bapak tosin,,-,,Kedelai ,400,10200,Susu Kedelai,
,Cabai Rawit Merah Petik,"Jl. Gempol Raya, RT.6/RW.2, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",0812-1989-1661,-,https://cabe-rawit-merah-petik.business.site/?utm_source=gmb&utm_medium=referral,Cabai Rawit,2000,30000,Cabe Rawit Kiloan,
,Cabe Rawit Merah,"PW86+JPP, Jl. Rama Plaza, RT.001/RW.001, Jatiwaringin, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411",(021) 36085729,-,,Cabai Rawit,1000,30000,Cabe Rawit Kiloan,
,Toko Bumbu,"RXQ2+6H7, Gg. 6 H. Anwar, RT.4/RW.4, Rorotan, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",0896-1330-9695,-,,Cabai Rawit,200,30000,bumbu Dapur Kiloan,
,UD.Pojur (Usaha Dagang Cabe Rawit),"Pasar Induk Cibitung, Jalan, Wanasari, Cibitung, Bekasi Regency, West Java 17520",,-,,Cabai Rawit,100,30000,Cabe Rawit Kiloan,
,Cabe Olah,"Jl. Anggrek 5 No.3 Blok F, Karangraharja, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",0819-0687-3366,-,,Cabai Rawit,50,30000,Makanan Olahan Cabe,
,Ud. Tiga Putri,"HF7J+4P6, Cikopo, Bungursari, Purwakarta Regency, West Java 41181",0821-1531-5428,-,,Cabai Rawit,50,30000,Bumbu Dapur Kiloan,
,RAMEYA FRESH,"Perumahan Jatinegara Indah Jl. Gn. Kerinci BA1 No. 5 RT/RW : 08/09 Kel, RW.14, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930",,-,,Cabai Rawit,70,30000,Bumbu Dapur Kiloan,
,Suplayer Sayuran,"Jl. Kp. Rw. Banteng Jl. Jati Indah, RT.2/RW.010, Cibuntu, Kec. Cibitung, Kabupaten Bekasi, Jawa Barat 17520",0882-1215-3866,-,,Cabai Rawit,80,30000,Bumbu Dapur Kiloan,
,Warung Rawit,"Ruko Cordoba, Jl. Marina Raya No.10 Blok E, No, RT.6/RW.2, Kamal Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470",(021) 56983755,-,http://www.warungrawit.com/,Cabai Rawit,56,30000,Makanan Siap Saji,
,Rawit,"West Jakarta City, Jakarta",0852-3442-1530,-,,Cabai Rawit,55,30000,Makanan Siap Saji,
,Tahu pedas rawit merah,"Depan SD 12, Jl. Batu Ampar IV, RT.9/RW.3, Batu Ampar, Kec. Kramat jati, Jakarta, Daerah Khusus Ibukota Jakarta 13520",0857-1646-3833,-,,Cabai Rawit,20,30000,Tahu Pedas ,
,Cabe Rawit,"Jl. Jend. Sudirman Blok B9 No. 1 - 5 CBD Bintaro Jaya Sektor IX Pondok Aren Tangerang Selatan Banten, Jurang Mangu Barat, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15222",(021) 7452999,-,,Cabai Rawit,800,30000,Cabai Rawit Balan,
,Warung Rawit,"Ruko taman Palem Lestari, Kompleks, Jl. Taman Palem Lestari No.19C, RT.4/RW.13, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",(021) 55957790,-,http://www.warungrawit.com/,Cabai Rawit,30,30000,Makanan Siap Saji,
,Bakso Rawit,"J3R8+J9 Cibening, Bekasi Regency, West Java",,-,,Cabai Rawit,10,30000,Bakso,
,Warisan Bu Lika,"Jl. Kartika Utama No.1, RT.6/RW.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310",0819-9989-7887,-,,Cabai Rawit,20,31000,Makanan Siap Saji,
,Pondok Pangandaran,"Jalan Komplek Green Ville Blok BL-6, RT.8/RW.14, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",(021) 5605640,-,,Cabai Rawit,100,31000,Restoran Seafood,
,Noesaka,"One Satrio, CBD, Jl. Mega Kuningan Barat, Kuningan, East Kuningan, Setiabudi, South Jakarta City, Jakarta 12950",0812-1010-0107,-,,Cabai Rawit,100,31000,Kuliner,
,Distributor Bawang Merah,"BLOK N, Jl. Villa Mutiara Jaya No.121 NO 5",0822-1190-0876,-,,Bawang Merah,1000,20000,Bawang Merah,
,Rumah Bawang PIK,"2, Jl. Pik Penggilingan No.124, RT.2/RW.10, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940",0858-8565-4441,-,,Bawang Merah,600,20000,Bawang Merah,
,CV. WIDYA RIZKI UTAMA,"Jl. Patria Jaya, RT.002/RW.013, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414",0838-9946-4264,-,,Bawang Merah,500,20000,Bawang Merah,
,Azalea Distributor,"J2QJ+45H, Unnamed Road, Taman Sari, Kec. Setu, Kabupaten Bekasi, Jawa Barat 17320",0897-4454-787,-,,Bawang Merah,550,20000,Bawang Merah,
,Toko Bumbu,"RXQ2+6H7, Gg. 6 H. Anwar, RT.4/RW.4, Rorotan, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140",0896-1330-9695,-,,Bawang Merah,40,20000,Bawang Merah,
,Pabrik Bawang Goreng,"Jl. Wibawa Mukti II Kelurahan No.100, RT.003/RW.005, Jatiluhur, Kec. Jatiasih, Kota Bks, Jawa Barat 17425",0812-2954-5564,-,,Bawang Merah,50,20000,Bawang Goreng,
,Sumber Rejeki Distributor,"Jl. Prof. Moh. Yamin No.10, RT.001/RW.006, Duren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111",,-,,Bawang Merah,300,20000,Bawang Merah,
,Jual Bawang Merah Grosir,"PT. Kian Santang Muliatama Tbk, Jl. Wibawa Mukti II Blk. E2 No.6, RT.002/RW.009, Jatiluhur, Jatiasih, Bekasi, West Java 17425",0821-2380-3987,-,https://jual-bawang-merah-grosir.business.site/?utm_source=gmb&utm_medium=referral,Bawang Merah,70,20000,Bawang Merah,
,Agen Bawang Merah Brebes,"Perum bekasi regensi 2, Blk. BB2 No.27a, Wanasari, Kec. Cibitung, Kabupaten Bekasi, Jawa Barat 17520",,-,,Bawang Merah,80,20000,Bawang Merah,
,Produsen Bawang Goreng,"Jl. Ring Rudal Blok, Jl. Bojong Nangka 1 No.18, RT.002/RW.007, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414",0878-8830-7021,-,,Bawang Merah,200,20500,Bawang Goreng,
,SupplierBM Rempah,"Jl. Raya Pd. Hijau Permai No.12A Blok D1, Pengasinan, Kec. Rawalumbu, Kota Bks, Jawa Barat 17115",895-4006-83382,-,,Bawang Merah,300,20500,Bawang Merah,
,TOKO MIRAH Grosir & eceran,"Jl. Surya Lestari Jl. Komp. Surya Mandala No.19 Blok Z, RT.002/RW.013, Jaka Mulya, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17146",0815-1366-0464,-,,Bawang Merah,80,20500,Bawang Merah Eceran,
,Bawang Merah Fresh,"Jl. Cimandiri Utama T6 No.33, RT.07 RW09, Jatireja, Kec. Cikarang Tim., Kabupaten Bekasi, Jawa Barat 17533",0821-1397-0670,-,,Bawang Merah,70,20500,Bawang Merah,
,Agen Bawang Merah Gendon,"perumahan framboza blok f37 no 12 Rt05 RW 010 Kel, RT.005/RW.010, Padurenan, Kec. Mustika Jaya, Kota Bks, Jawa Barat 16340",0813-8670-0766,-,,Bawang Merah,80,20500,Bawang Merah,
,Dapur bawang goreng (roniwidodo),"Ds mekarsari, RT.07/RW.02, tambun selatan, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",0812-8111-9463,-,https://dapur-bawang-goreng.business.site/?utm_source=gmb&utm_medium=referral,Bawang Merah,90,22000,Bawang Goreng,
,Grosir Bawang Merah Cikarang,"Kedasih 3 C1 no 14, Jl. Cikarang Baru Raya",0877-4266-4214,-,https://grosir-bawang-cikarang-baru.business.site/?utm_source=gmb&utm_medium=referral,Bawang Merah,90,22000,Bawang Merah,
,suplier bawang merah,"Jl. Gotong Royong No.rt 006/04, RT.004/RW.004, Kaliabang Tengah, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17125",,-,,Bawang Merah,90,22000,Bawang Merah,
,Grosir dan Eceran Bawang Merah Brebes,"Jl. Felisia V No.85 blok F, RT.006/RW.008, Jatibening Baru, Kec. Pd. Gede, Kota Bks, Daerah Khusus Ibukota Jakarta 17412",0811-8812-244,-,,Bawang Merah,90,22000,Bawang Merah Eceran,
,Grosir Bawang Merah Brebes,"Jl. Felisia V No.85 blok F, RT.006/RW.008, Jatibening Baru, Kec. Pd. Gede, Kota Bks, Daerah Khusus Ibukota Jakarta 17412",0813-8848-1611,-,,Bawang Merah,90,22000,Bawang Merah,
,Supplier bawang putih,"Jl. Green Sedayu 3 No.166 11, RT.1/RW.6, Cakung Tim., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910",0812-1293-2788,-,,Bawang Putih,1000,25000,Bawang Putih,
,Supplier Bawang Putih Tunggal,"Jl. Gandaria Raya No.176, Mekar Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",0878-5073-6699,-,https://supplier-bawang-putih-tunggal.business.site/?utm_source=gmb&utm_medium=referral,Bawang Putih,2000,25000,Bawang Putih,
,Sunarya Garlic,"Jl. Wr. Gantung No.60 6, RT.6/RW.10, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840",,-,,Bawang Putih,2000,25000,Bawang Putih,
,Distributor Bawang,"Kp. Pondok Manggis No.286, Bojong Baru, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat 16920",0878-7622-4728,-,,Bawang Putih,800,25000,"Bawang Putih, Bawang Merah",
